Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age Number,Age Unit,Grouped Sex upon Outcome
A685324,Sandi,2014-11-29 12:26:00,Nov 2014,2013-12-05,Adoption,Dog,Spayed Female,359,Labrador Retriever/Collie Smooth,Buff/White,11,30.0,Fixed
A700507,Gracie,2015-04-19 14:54:00,Apr 2015,2014-11-15,Adoption,Dog,Spayed Female,155,Chihuahua Shorthair Mix,Tan,5,30.0,Fixed
A676920,Jello,2014-07-30 11:37:00,Jul 2014,2014-03-17,Adoption,Cat,Neutered Male,135,Domestic Longhair Mix,Black,4,30.0,Fixed
A678762,Charlie,2014-05-14 18:52:00,May 2014,2008-05-12,Adoption,Dog,Neutered Male,2193,Pomeranian Mix,Black/Gray,6,365.0,Fixed
A741785,Ginger,2017-01-12 18:46:00,Jan 2017,2016-11-18,Adoption,Dog,Spayed Female,55,German Shepherd Mix,Tan/Black,1,30.0,Fixed
A765508,*Pepper,2018-02-03 16:36:00,Feb 2018,2016-01-21,Adoption,Dog,Neutered Male,744,Chinese Sharpei,Black/White,2,365.0,Fixed
A725080,Girl,2016-04-28 15:30:00,Apr 2016,2015-04-25,Transfer,Dog,Spayed Female,369,Great Pyrenees Mix,White,1,365.0,Fixed
A837262,Willie Nelson,2021-07-02 14:24:00,Jul 2021,2021-03-21,Adoption,Dog,Intact Male,103,German Shepherd,Black/Brown,3,30.0,Intact
A631190,Susan,2014-06-26 11:16:00,Jun 2014,2011-08-18,Return to Owner,Dog,Spayed Female,1043,Labrador Retriever Mix,Yellow,2,365.0,Fixed
A572200,Zimba,2019-10-11 12:37:00,Oct 2019,2008-10-29,Rto-Adopt,Dog,Neutered Male,3999,Pit Bull Mix,Brown/White,10,365.0,Fixed
A695938,Callie,2015-01-31 18:19:00,Jan 2015,2014-07-26,Adoption,Cat,Spayed Female,189,Domestic Shorthair Mix,Tortie,6,30.0,Fixed
A675432,Chuck,2016-07-07 11:58:00,Jul 2016,2013-12-27,Return to Owner,Dog,Neutered Male,923,Pit Bull Mix,Blue/White,2,365.0,Fixed
A709126,Shadow,2015-10-07 12:55:00,Oct 2015,2015-02-05,Transfer,Cat,Spayed Female,244,Domestic Shorthair Mix,Black,8,30.0,Fixed
A755136,*Matilda,2017-08-02 19:26:00,Aug 2017,2016-09-29,Adoption,Dog,Spayed Female,307,Catahoula Mix,Brown Merle/White,10,30.0,Fixed
A689099,*Cherry,2014-11-01 15:16:00,Nov 2014,2012-09-29,Euthanasia,Dog,Spayed Female,763,Boxer Mix,White/Brown,2,365.0,Fixed
A727711,Peeka,2019-04-13 11:35:00,Apr 2019,2016-03-25,Adoption,Cat,Spayed Female,1114,Domestic Shorthair Mix,Brown Tabby/White,3,365.0,Fixed
A801414,*Maestro,2019-08-21 11:07:00,Aug 2019,2018-02-04,Transfer,Dog,Neutered Male,563,Labrador Retriever,White,1,365.0,Fixed
A788086,Stoney,2019-01-30 13:30:00,Jan 2019,2018-05-14,Return to Owner,Dog,Intact Male,261,American Bulldog Mix,Blue/White,8,30.0,Intact
A844108,June,2021-10-14 11:09:00,Oct 2021,2020-04-12,Transfer,Dog,Spayed Female,550,Collie Rough,Tricolor,1,365.0,Fixed
A764186,Bubba,2018-05-28 17:55:00,May 2018,2007-12-23,Adoption,Cat,Neutered Male,3809,Domestic Shorthair Mix,Orange Tabby/White,10,365.0,Fixed
A773383,*Jasper,2018-06-12 13:24:00,Jun 2018,2014-05-31,Transfer,Dog,Neutered Male,1473,Pit Bull Mix,Buff/Brown,4,365.0,Fixed
A745621,*Tia,2017-03-25 18:26:00,Mar 2017,2016-10-21,Adoption,Cat,Spayed Female,155,Domestic Shorthair Mix,Black,5,30.0,Fixed
A668416,Romeo,2013-12-11 18:56:00,Dec 2013,2011-06-03,Adoption,Dog,Neutered Male,922,Labrador Retriever Mix,White/Tan,2,365.0,Fixed
A781881,Alice,2018-10-08 16:45:00,Oct 2018,2017-10-07,Adoption,Dog,Spayed Female,366,Beagle Mix,Brown/Tan,1,365.0,Fixed
A729575,Pixel,2016-07-22 22:22:00,Jul 2016,2010-06-20,Adoption,Dog,Neutered Male,2224,Yorkshire Terrier Mix,Black/Tan,6,365.0,Fixed
A735264,Jazz,2016-12-07 17:59:00,Dec 2016,2016-07-21,Adoption,Dog,Spayed Female,139,Cairn Terrier/Yorkshire Terrier,Black/Tan,4,30.0,Fixed
A699922,Texas,2015-04-07 18:22:00,Apr 2015,2013-04-04,Return to Owner,Cat,Neutered Male,733,Domestic Shorthair Mix,Brown Tabby,2,365.0,Fixed
A806358,Roxie,2019-12-06 19:07:00,Dec 2019,2019-09-03,Adoption,Dog,Spayed Female,94,Labrador Retriever Mix,Black/White,3,30.0,Fixed
A780943,*Hallie,2018-10-11 13:05:00,Oct 2018,2010-09-22,Transfer,Dog,Intact Female,2941,Australian Cattle Dog Mix,White/Brown,8,365.0,Intact
A772426,Dwight,2018-06-28 16:42:00,Jun 2018,2017-04-03,Adoption,Dog,Neutered Male,451,German Shepherd Mix,Brown/Black,1,365.0,Fixed
A684459,*Opal,2014-08-13 18:43:00,Aug 2014,2014-06-02,Adoption,Cat,Spayed Female,72,Domestic Shorthair Mix,Brown Tabby,2,30.0,Fixed
A786791,*Snowball,2019-02-22 17:42:00,Feb 2019,2018-12-29,Adoption,Dog,Spayed Female,55,Labrador Retriever Mix,White,1,30.0,Fixed
A679850,Diamond,2014-06-11 11:20:00,Jun 2014,2013-11-27,Transfer,Dog,Intact Female,196,Pit Bull Mix,Brown,6,30.0,Intact
A787114,Kye,2019-08-15 17:30:00,Aug 2019,2015-01-07,Adoption,Dog,Spayed Female,1681,Labrador Retriever Mix,Brown/White,4,365.0,Fixed
A700537,Luna,2015-04-19 17:44:00,Apr 2015,2007-04-15,Adoption,Dog,Spayed Female,2926,Pomeranian/Chihuahua Longhair,Buff,8,365.0,Fixed
A791029,*Indy,2019-04-03 16:29:00,Apr 2019,2017-03-20,Adoption,Dog,Neutered Male,744,German Shepherd Mix,Black/Tricolor,2,365.0,Fixed
A840798,A840798,2021-08-19 11:48:00,Aug 2021,2019-08-14,Transfer,Dog,Intact Male,736,Cairn Terrier Mix,White/Brown,2,365.0,Intact
A676386,*Lilly,2014-06-14 13:47:00,Jun 2014,2013-10-25,Adoption,Cat,Spayed Female,232,Domestic Medium Hair Mix,Blue,7,30.0,Fixed
A667894,Florence,2015-10-05 18:11:00,Oct 2015,2012-11-24,Return to Owner,Dog,Spayed Female,1045,American Foxhound Mix,Tricolor,2,365.0,Fixed
A721724,*Teddy,2016-04-01 13:49:00,Apr 2016,2016-01-28,Adoption,Cat,Neutered Male,64,Domestic Shorthair Mix,Blue,2,30.0,Fixed
A787009,Nico,2019-01-08 18:33:00,Jan 2019,2017-01-06,Return to Owner,Dog,Neutered Male,732,West Highland/Patterdale Terr,Cream,2,365.0,Fixed
A825495,Chewie,2020-12-03 13:17:00,Dec 2020,2020-10-05,Adoption,Dog,Neutered Male,59,German Shepherd Mix,Brown/White,1,30.0,Fixed
A714374,*York,2015-12-12 18:04:00,Dec 2015,2015-09-22,Adoption,Cat,Neutered Male,81,Domestic Medium Hair Mix,Orange Tabby,2,30.0,Fixed
A811728,Duke,2020-01-17 18:46:00,Jan 2020,2019-04-08,Adoption,Dog,Neutered Male,284,Boxer,Tan/Black,9,30.0,Fixed
A805202,*Mr.Biscuit,2019-10-31 18:55:00,Oct 2019,2017-09-24,Adoption,Cat,Neutered Male,767,Domestic Shorthair,Brown Tabby,2,365.0,Fixed
A800738,*Geraint,2019-08-06 00:00:00,Aug 2019,2019-05-28,Transfer,Cat,Neutered Male,70,Domestic Shorthair,Black,2,30.0,Fixed
A735111,Sophie,2016-09-22 14:52:00,Sep 2016,2015-09-18,Transfer,Dog,Intact Female,370,Chihuahua Longhair/Border Terrier,Brown/White,1,365.0,Intact
A751571,Dre,2017-06-18 13:29:00,Jun 2017,2017-04-09,Adoption,Cat,Neutered Male,70,Domestic Shorthair Mix,Black,2,30.0,Fixed
A823905,Stormy Blu,2020-10-05 14:41:00,Oct 2020,2020-08-01,Transfer,Dog,Intact Female,65,Dachshund,Blue Merle,2,30.0,Intact
A746608,*Amaryllis,2017-04-10 15:03:00,Apr 2017,2015-04-05,Transfer,Dog,Spayed Female,736,Soft Coated Wheaten Terrier Mix,Cream/Black,2,365.0,Fixed
A679870,*Chauncy,2014-06-21 17:35:00,Jun 2014,2013-05-27,Adoption,Dog,Neutered Male,390,Miniature Poodle Mix,White,1,365.0,Fixed
A678558,Bob,2014-05-10 18:18:00,May 2014,2011-05-10,Return to Owner,Dog,Neutered Male,1096,Lhasa Apso,White/Black,3,365.0,Fixed
A707542,*Uma,2015-08-02 11:13:00,Aug 2015,2014-07-14,Adoption,Cat,Spayed Female,384,Domestic Shorthair Mix,Tortie,1,365.0,Fixed
A759340,Moki,2017-10-12 16:59:00,Oct 2017,2016-09-30,Adoption,Dog,Neutered Male,377,Staffordshire Mix,Black/White,1,365.0,Fixed
A725011,Shadow,2016-04-24 15:37:00,Apr 2016,2013-04-24,Return to Owner,Dog,Neutered Male,1096,Dachshund Wirehair Mix,Black,3,365.0,Fixed
A769934,Astric,2018-04-13 12:06:00,Apr 2018,2016-08-13,Return to Owner,Dog,Intact Female,608,Chihuahua Shorthair Mix,Brown,1,365.0,Intact
A813161,Canela,2020-02-10 16:19:00,Feb 2020,2019-07-05,Rto-Adopt,Dog,Spayed Female,220,Pit Bull,Brown/White,7,30.0,Fixed
A799979,Oreo,2019-07-19 09:12:00,Jul 2019,2019-05-14,Euthanasia,Dog,Intact Female,66,Pit Bull,Black/White,2,30.0,Intact
A837768,Bella,2021-06-28 14:54:00,Jun 2021,2019-06-28,Return to Owner,Dog,Spayed Female,731,American Pit Bull Terrier Mix,Brown Brindle/White,2,365.0,Fixed
A759635,*Sasha,2017-11-17 13:38:00,Nov 2017,2016-06-05,Transfer,Dog,Spayed Female,530,Pit Bull Mix,White/Brown,1,365.0,Fixed
A817210,Serenity,2020-05-18 09:31:00,May 2020,2008-05-10,Euthanasia,Cat,Neutered Male,4391,Domestic Shorthair,White,12,365.0,Fixed
A707015,Boo Radley,2015-07-15 15:00:00,Jul 2015,2013-07-06,Adoption,Cat,Neutered Male,739,Domestic Shorthair Mix,Brown Tabby/White,2,365.0,Fixed
A832583,Shadow,2021-04-16 08:00:00,Apr 2021,2011-04-15,Return to Owner,Dog,Intact Male,3654,Labrador Retriever,Black/White,10,365.0,Intact
A762112,Lady Bird,2017-12-03 17:30:00,Dec 2017,2017-01-14,Adoption,Dog,Spayed Female,323,Pointer/Border Collie,White/Black,10,30.0,Fixed
A775134,Betsy,2018-07-28 19:16:00,Jul 2018,2017-10-25,Adoption,Cat,Spayed Female,276,Domestic Shorthair Mix,Tortie,9,30.0,Fixed
A804741,*Rinny,2019-09-27 16:25:00,Sep 2019,2019-08-31,Transfer,Cat,Intact Female,27,Domestic Shorthair,Tortie,3,7.0,Intact
A788660,Amber Cat,2019-02-06 13:54:00,Feb 2019,2018-02-06,Return to Owner,Cat,Spayed Female,365,Domestic Shorthair Mix,Calico,1,365.0,Fixed
A730185,Ozzy,2016-07-04 16:11:00,Jul 2016,2016-03-17,Adoption,Dog,Neutered Male,109,Australian Cattle Dog Mix,Tricolor,3,30.0,Fixed
A843160,A843160,2021-09-29 17:01:00,Sep 2021,2021-06-27,Adoption,Cat,Spayed Female,94,Domestic Shorthair Mix,Blue/White,3,30.0,Fixed
A773219,*Minerva,2018-06-05 18:52:00,Jun 2018,2017-05-29,Adoption,Dog,Spayed Female,372,Australian Shepherd Mix,Black/Brown,1,365.0,Fixed
A672673,Lil Behr,2014-02-18 17:39:00,Feb 2014,2012-02-14,Adoption,Dog,Neutered Male,735,Cairn Terrier/Yorkshire Terrier,Tricolor,2,365.0,Fixed
A703103,*Sophie,2015-06-19 12:07:00,Jun 2015,2015-03-25,Adoption,Cat,Spayed Female,86,Domestic Shorthair Mix,Blue Tabby/White,2,30.0,Fixed
A805762,Kapua,2019-12-17 08:58:00,Dec 2019,2009-10-01,Adoption,Dog,Spayed Female,3729,Chihuahua Shorthair,Tan,10,365.0,Fixed
A827754,*Piper,2021-05-08 08:26:00,May 2021,2020-11-11,Adoption,Dog,Spayed Female,178,Border Collie,Tricolor,5,30.0,Fixed
A734077,Flash 2,2016-09-09 14:01:00,Sep 2016,2014-09-01,Transfer,Dog,Intact Male,739,Lhasa Apso/Miniature Poodle,Cream,2,365.0,Intact
A795485,Lil Lady,2019-05-30 16:33:00,May 2019,2018-05-21,Adoption,Cat,Spayed Female,374,Domestic Shorthair,White/Black,1,365.0,Fixed
A792401,Alezae,2020-06-28 11:55:00,Jun 2020,2017-04-10,Return to Owner,Dog,Intact Female,1175,Pit Bull Mix,Brown/White,3,365.0,Intact
A622127,Nala,2014-02-01 12:29:00,Feb 2014,2010-12-17,Adoption,Dog,Spayed Female,1142,American Pit Bull Terrier Mix,White/Brown,3,365.0,Fixed
A745851,Torpedo,2017-04-05 19:04:00,Apr 2017,2015-03-25,Return to Owner,Dog,Neutered Male,742,Labrador Retriever Mix,Brown,2,365.0,Fixed
A799407,Puppy Boy,2019-07-09 18:22:00,Jul 2019,2014-07-08,Return to Owner,Dog,Neutered Male,1827,Chihuahua Shorthair,Tan/White,5,365.0,Fixed
A840428,Aponi,2021-08-14 14:21:00,Aug 2021,2021-06-07,Adoption,Cat,Spayed Female,68,Domestic Shorthair,Brown Tabby,2,30.0,Fixed
A701839,*Pearl,2015-05-23 13:09:00,May 2015,2014-08-05,Transfer,Cat,Intact Female,291,Domestic Shorthair Mix,White/Black,9,30.0,Intact
A777861,Hazel,2018-08-14 16:31:00,Aug 2018,2016-08-04,Transfer,Dog,Spayed Female,740,English Bulldog Mix,White/Brown,2,365.0,Fixed
A765029,Jaime,2018-01-15 17:31:00,Jan 2018,2017-05-11,Adoption,Dog,Neutered Male,249,Chihuahua Shorthair Mix,White/Black,8,30.0,Fixed
A752056,Ryder,2017-09-22 18:37:00,Sep 2017,2017-05-26,Return to Owner,Cat,Neutered Male,119,Domestic Shorthair Mix,Black,3,30.0,Fixed
A767142,Prince,2018-02-28 17:33:00,Feb 2018,2014-02-24,Adoption,Dog,Neutered Male,1465,Chihuahua Shorthair Mix,Tan/White,4,365.0,Fixed
A681537,Princess,2014-06-19 18:03:00,Jun 2014,2013-11-18,Return to Owner,Dog,Intact Female,213,Pit Bull Mix,Black/White,7,30.0,Intact
A732725,*Ophelia,2016-09-27 14:54:00,Sep 2016,2015-08-12,Transfer,Cat,Spayed Female,412,Domestic Shorthair Mix,Black/White,1,365.0,Fixed
A720269,Tinks,2016-04-05 08:51:00,Apr 2016,2014-08-05,Transfer,Dog,Intact Female,609,Shih Tzu Mix,White/Brown,1,365.0,Intact
A759300,*Ramona,2017-10-19 18:33:00,Oct 2017,2015-09-30,Adoption,Cat,Spayed Female,750,Domestic Longhair Mix,White/Brown Tabby,2,365.0,Fixed
A786588,*Nebula,2019-01-02 12:18:00,Jan 2019,2016-12-28,Return to Owner,Dog,Spayed Female,735,Pit Bull Mix,Black/White,2,365.0,Fixed
A698193,*Dylan,2015-03-30 15:51:00,Mar 2015,2013-03-07,Adoption,Cat,Neutered Male,753,Domestic Shorthair Mix,Brown Tabby,2,365.0,Fixed
A753208,Lucy,2017-07-05 14:29:00,Jul 2017,2017-05-19,Adoption,Cat,Intact Female,47,Domestic Shorthair Mix,Blue Tabby,1,30.0,Intact
A554344,Buttercup,2021-08-02 19:08:00,Aug 2021,2009-04-06,Return to Owner,Dog,Spayed Female,4501,Collie Smooth Mix,Sable/White,12,365.0,Fixed
A663743,*Alfalfa,2013-11-09 13:05:00,Nov 2013,2013-08-19,Adoption,Cat,Neutered Male,82,Domestic Medium Hair Mix,Blue Tabby/White,2,30.0,Fixed
A754056,*Alfredo,2017-08-27 15:08:00,Aug 2017,2007-07-14,Adoption,Cat,Neutered Male,3697,Domestic Shorthair Mix,White/Red,10,365.0,Fixed
A721109,Oliver,2016-02-21 16:32:00,Feb 2016,2013-02-21,Return to Owner,Dog,Neutered Male,1095,Cavalier Span,Tricolor,3,365.0,Fixed
A822164,*Elizabeth,2020-09-16 18:21:00,Sep 2020,2020-07-20,Adoption,Dog,Spayed Female,58,Labrador Retriever Mix,Black/Brown,1,30.0,Fixed
A562161,Buddy,2016-02-09 16:04:00,Feb 2016,2006-06-04,Adoption,Dog,Neutered Male,3537,Border Collie,Black/White,9,365.0,Fixed
A652729,Yoda,2013-10-08 16:57:00,Oct 2013,2013-02-13,Transfer,Dog,Neutered Male,237,Kuvasz/Labrador Retriever,White,7,30.0,Fixed
A773082,Diamond,2018-06-01 16:27:00,Jun 2018,2017-05-25,Adoption,Dog,Spayed Female,372,American Pit Bull Terrier Mix,Tan/White,1,365.0,Fixed
A701755,Fetty,2015-05-24 18:53:00,May 2015,2015-03-04,Adoption,Dog,Neutered Male,81,Miniature Pinscher/Chihuahua Shorthair,Tricolor,2,30.0,Fixed
A807214,Orange,2019-10-27 14:15:00,Oct 2019,2019-07-06,Return to Owner,Cat,Neutered Male,113,Domestic Shorthair,Orange Tabby,3,30.0,Fixed
A790716,*Caesar,2019-04-07 10:50:00,Apr 2019,2014-09-15,Adoption,Dog,Neutered Male,1665,Alaskan Malamute,Tricolor,4,365.0,Fixed
A752028,Poppy,2017-06-22 11:57:00,Jun 2017,2017-04-16,Adoption,Cat,Spayed Female,67,Domestic Shorthair Mix,Orange Tabby,2,30.0,Fixed
A769283,Bluebonnet,2018-09-25 15:48:00,Sep 2018,2017-04-02,Transfer,Dog,Spayed Female,541,German Shepherd Mix,Black/Brown,1,365.0,Fixed
A723546,*Teagan,2016-09-21 12:09:00,Sep 2016,2016-04-03,Adoption,Cat,Spayed Female,171,Domestic Shorthair Mix,Blue/Tortie,5,30.0,Fixed
A682523,Maggie,2014-07-02 14:16:00,Jul 2014,2007-07-02,Return to Owner,Dog,Intact Female,2557,German Shepherd/Australian Cattle Dog,Black/Tan,7,365.0,Intact
A360450,Tofu,2018-06-19 15:09:00,Jun 2018,2004-02-02,Return to Owner,Cat,Spayed Female,5251,Domestic Shorthair Mix,Orange Tabby,14,365.0,Fixed
A433746,Evette,2015-11-04 00:00:00,Nov 2015,2006-04-09,Transfer,Dog,Spayed Female,3496,Australian Shepherd Mix,White/Brown,9,365.0,Fixed
A677923,Tia,2014-05-04 18:11:00,May 2014,2012-05-01,Return to Owner,Dog,Spayed Female,733,Cairn Terrier/Yorkshire Terrier,Brown Brindle,2,365.0,Fixed
A723059,Maddie,2018-07-02 12:44:00,Jul 2018,2015-03-25,Return to Owner,Dog,Spayed Female,1195,Boxer/German Shepherd,Brown/White,3,365.0,Fixed
A820934,Bevo,2020-08-03 15:14:00,Aug 2020,2020-02-01,Return to Owner,Dog,Intact Male,184,Staffordshire,White/Black,6,30.0,Intact
A706536,Butch,2015-12-26 13:41:00,Dec 2015,2010-06-30,Return to Owner,Dog,Neutered Male,2005,English Bulldog,Tan/White,5,365.0,Fixed
A658844,Ginger,2013-10-21 13:18:00,Oct 2013,2012-10-16,Adoption,Dog,Spayed Female,370,Pit Bull Mix,Red/White,1,365.0,Fixed
A729232,Kitty,2016-06-19 17:15:00,Jun 2016,2015-06-14,Adoption,Dog,Spayed Female,371,Pit Bull,White/Brown,1,365.0,Fixed
A679950,*Leonard,2014-08-19 11:04:00,Aug 2014,2014-04-21,Adoption,Cat,Neutered Male,120,Domestic Shorthair Mix,Cream Tabby/White,3,30.0,Fixed
A726670,*Jenny,2016-05-16 16:48:00,May 2016,2015-11-13,Transfer,Dog,Intact Female,185,Labrador Retriever Mix,Black/White,6,30.0,Intact
A691159,Oso,2014-11-04 12:34:00,Nov 2014,2014-06-30,Transfer,Dog,Neutered Male,127,German Shepherd/Rottweiler,Black/Tan,4,30.0,Fixed
A685804,Mongo,2014-10-30 17:30:00,Oct 2014,2011-08-12,Adoption,Dog,Neutered Male,1175,Cardigan Welsh Corgi Mix,Tricolor,3,365.0,Fixed
A842779,Ragnar,2021-09-27 18:14:00,Sep 2021,2021-06-06,Adoption,Cat,Neutered Male,113,Domestic Longhair,Black,3,30.0,Fixed
A679612,Montgomery,2014-05-25 18:09:00,May 2014,2014-02-23,Adoption,Dog,Neutered Male,91,German Shepherd/Smooth Fox Terrier,Black/Tan,2,30.0,Fixed
A677017,Sasha,2014-04-18 18:15:00,Apr 2014,2009-04-18,Return to Owner,Dog,Spayed Female,1826,Chihuahua Shorthair,Tricolor,5,365.0,Fixed
A695768,Sparkles,2015-01-22 14:27:00,Jan 2015,2013-07-22,Return to Owner,Dog,Spayed Female,549,Miniature Poodle,Apricot,1,365.0,Fixed
A766529,Snowy,2018-02-11 11:32:00,Feb 2018,2018-02-02,Euthanasia,Dog,Intact Female,9,Pit Bull Mix,White,1,7.0,Intact
A773391,Minnie,2018-06-05 17:35:00,Jun 2018,2007-07-31,Adoption,Dog,Spayed Female,3962,Miniature Poodle Mix,Cream,10,365.0,Fixed
A665230,Marley,2013-10-16 16:16:00,Oct 2013,2010-10-15,Return to Owner,Dog,Spayed Female,1097,Labrador Retriever Mix,Yellow,3,365.0,Fixed
A802145,River,2020-04-13 15:45:00,Apr 2020,2015-04-21,Adoption,Dog,Neutered Male,1819,English Coonhound/German Shepherd,Black/Tan,4,365.0,Fixed
A464377,Tiger,2014-04-15 18:06:00,Apr 2014,1995-03-12,Return to Owner,Dog,Neutered Male,6974,Chihuahua Shorthair,Black/Brown,19,365.0,Fixed
A672541,*Truffle,2014-02-18 19:19:00,Feb 2014,2013-08-01,Adoption,Dog,Spayed Female,201,Labrador Retriever Mix,Chocolate,6,30.0,Fixed
A731729,Doc,2016-07-26 19:48:00,Jul 2016,2015-07-26,Return to Owner,Dog,Intact Female,366,Pointer/Pit Bull,Black/White,1,365.0,Intact
A765406,Apple,2018-03-03 13:53:00,Mar 2018,2016-01-19,Transfer,Dog,Intact Female,774,Chihuahua Shorthair/Dachshund,Black/Brown,2,365.0,Intact
A719857,*Minniemouse,2016-07-25 17:18:00,Jul 2016,2015-01-29,Adoption,Dog,Spayed Female,543,Pit Bull Mix,White/Black,1,365.0,Fixed
A727931,Allie May,2016-11-11 13:40:00,Nov 2016,2004-05-28,Return to Owner,Dog,Spayed Female,4550,Bearded Collie Mix,Black/White,12,365.0,Fixed
A837676,*Eartha Kitten,2021-09-17 18:02:00,Sep 2021,2021-05-21,Adoption,Cat,Spayed Female,119,Domestic Shorthair,Brown Tabby,3,30.0,Fixed
A687357,Chance,2014-09-07 19:24:00,Sep 2014,2013-11-03,Adoption,Dog,Neutered Male,308,Labrador Retriever Mix,Chocolate/Tan,10,30.0,Fixed
A678132,*Sheeba,2014-07-11 06:59:00,Jul 2014,2007-05-04,Adoption,Dog,Spayed Female,2625,Collie Rough/Chinese Sharpei,Brown/Black,7,365.0,Fixed
A806999,Spot,2019-10-23 12:25:00,Oct 2019,2019-03-19,Transfer,Dog,Intact Male,218,Boxer/American Bulldog,White/Black,7,30.0,Intact
A743498,Argos,2015-01-16 18:43:00,Jan 2015,2008-02-11,Return to Owner,Dog,Spayed Female,2531,Weimaraner/Pit Bull,Brown,6,365.0,Fixed
A765318,*Bobby,2018-09-17 11:13:00,Sep 2018,2015-01-17,Adoption,Dog,Neutered Male,1339,Pit Bull Mix,Chocolate/White,3,365.0,Fixed
A822444,*Barnaby,2020-10-13 14:22:00,Oct 2020,2017-09-02,Adoption,Dog,Neutered Male,1137,Black Mouth Cur Mix,Brown,3,365.0,Fixed
A751971,Duke,2018-07-30 00:00:00,Jul 2018,2016-12-19,Transfer,Dog,Neutered Male,588,German Shepherd Mix,Tan,1,365.0,Fixed
A773603,*Saikuru,2018-08-14 18:28:00,Aug 2018,2018-04-11,Adoption,Cat,Spayed Female,125,Domestic Shorthair Mix,Black,4,30.0,Fixed
A731309,Scarlet,2016-07-21 17:47:00,Jul 2016,2014-07-20,Return to Owner,Dog,Intact Female,732,Toy Poodle Mix,Red,2,365.0,Intact
A733285,Basil,2016-08-22 18:53:00,Aug 2016,2016-04-19,Adoption,Cat,Spayed Female,125,Domestic Longhair,Blue Tabby,4,30.0,Fixed
A737469,*Harley,2016-11-26 11:40:00,Nov 2016,2015-10-28,Transfer,Dog,Neutered Male,395,Pit Bull Mix,Black/White,1,365.0,Fixed
A814507,Sadie,2020-03-11 11:56:00,Mar 2020,2010-03-01,Return to Owner,Dog,Intact Female,3663,Jack Russell Terrier Mix,Tricolor,10,365.0,Intact
A694224,Juno,2014-12-23 11:07:00,Dec 2014,2007-06-23,Return to Owner,Dog,Spayed Female,2740,Beagle Mix,Tricolor,7,365.0,Fixed
A672329,Zeda,2014-02-13 15:07:00,Feb 2014,2011-02-08,Transfer,Dog,Spayed Female,1101,Labrador Retriever Mix,Black,3,365.0,Fixed
A716205,Maggie,2015-11-21 11:08:00,Nov 2015,2012-11-16,Adoption,Dog,Spayed Female,1100,Cairn Terrier Mix,White/Black,3,365.0,Fixed
A697533,Tara,2015-05-04 18:34:00,May 2015,2013-02-25,Adoption,Dog,Spayed Female,798,Pit Bull Mix,Chocolate/White,2,365.0,Fixed
A758725,Oreo,2019-12-03 14:37:00,Dec 2019,2012-12-16,Return to Owner,Cat,Neutered Male,2543,Domestic Shorthair Mix,Black/White,6,365.0,Fixed
A842930,A842930,2021-09-27 11:26:00,Sep 2021,2020-09-23,Transfer,Dog,Intact Female,369,Maltese/Yorkshire Terrier,Buff/Brown,1,365.0,Intact
A793213,Bruce,2021-04-07 16:39:00,Apr 2021,2018-12-01,Adoption,Dog,Neutered Male,858,Siberian Husky Mix,Cream/Red,2,365.0,Fixed
A707821,Gus,2015-08-15 15:36:00,Aug 2015,2012-07-18,Adoption,Dog,Neutered Male,1123,Bruss Griffon Mix,Buff,3,365.0,Fixed
A820497,*Beatrice,2020-10-01 12:00:00,Oct 2020,2020-04-06,Adoption,Cat,Spayed Female,178,Domestic Shorthair Mix,Blue Tabby/White,5,30.0,Fixed
A777237,*Johnny,2018-09-06 12:01:00,Sep 2018,2017-07-25,Transfer,Dog,Intact Male,408,German Shepherd Mix,Tan,1,365.0,Intact
A779365,*Bernadette,2018-12-21 12:40:00,Dec 2018,2017-08-30,Adoption,Cat,Spayed Female,478,Domestic Shorthair Mix,Black,1,365.0,Fixed
A694087,*Merry,2015-01-02 14:08:00,Jan 2015,2012-12-20,Transfer,Dog,Spayed Female,743,Australian Cattle Dog/Labrador Retriever,Red Merle,2,365.0,Fixed
A753643,Cookie,2018-09-14 12:50:00,Sep 2018,2017-02-09,Adoption,Dog,Neutered Male,582,Labrador Retriever Mix,Black/Brown Brindle,1,365.0,Fixed
A718829,Banzo,2016-01-22 11:53:00,Jan 2016,2012-01-14,Transfer,Dog,Intact Male,1469,Pug Mix,Brown/Cream,4,365.0,Intact
A788168,Billy,2019-02-05 12:54:00,Feb 2019,2013-01-27,Return to Owner,Cat,Neutered Male,2200,Domestic Shorthair Mix,White/Brown Tabby,6,365.0,Fixed
A768886,Missy,2018-03-27 17:09:00,Mar 2018,2017-03-26,Return to Owner,Dog,Intact Female,366,Jack Russell Terrier/Chihuahua Shorthair,Black/Brown,1,365.0,Intact
A711508,Buddy,2015-09-12 14:43:00,Sep 2015,2009-03-08,Adoption,Dog,Neutered Male,2379,Siberian Husky/German Shepherd,Sable/White,6,365.0,Fixed
A796211,Poppy,2019-06-03 11:28:00,Jun 2019,2014-05-30,Transfer,Dog,Intact Female,1830,Rat Terrier,Tricolor/Brown,5,365.0,Intact
A679641,Calla,2014-05-27 17:29:00,May 2014,2014-04-24,Transfer,Cat,Intact Female,33,Siamese Mix,Flame Point,4,7.0,Intact
